Hotel,酒店,/m/03pty,32205630
Baidu,百度,/m/05mk8_,30077676
English Language,英语,/m/02h40lc,23928186
Company,公司,/m/03bxgrp,23845862
Hong Kong,香港,/m/03h64,23325716
Mobile phone,移动电话,/m/050k8,20266213
Film,电影,/m/02vxn,20245666
Automobile,汽车,/m/0k4j,20205324
Taichung,台中市,/m/01r8pt,20055077
Shanghai,上海市,/m/06wjf,19787414
Download,上载和下载,/m/0bm3b,19271852
Taiwan,台灣,/m/07dv8,18857969
Facebook,Facebook,/m/02y1vz,17359203
Taipei,台北市,/m/0ftkx,17199210
China,中国,/m/0d05w3,17056296
Kaohsiung,高雄市,/m/04bnx,16806168
The Internet,互联网,/m/03rlt,16729921
University,大学,/m/07tf8,16224294
Bank,银行,/m/017ql,16125871
Yahoo!,雅虎,/m/019rl6,16084442
Google,谷歌,/m/045c7b,15574038
Game,游戏,/m/034s7,15483454
Chinese Wikipedia,中文维基百科,/m/04gkkv,15091581
Pornographic film,色情片,/m/01jk9n,14664024
Taobao,淘宝网,/m/07s494n,14439037
Japan,日本,/m/03_3d,14436044
Android,Android,/m/02wxtgw,14306265
Lyrics,歌词,/m/09lgd,13263060
Video,视频,/m/07z4p,13081817
Website,网站,/m/085n4,13067695
Food,食品,/m/02wbm,13061563
Apple,蘋果公司,/m/0k8z,12876167
YouTube,YouTube,/m/09jcvs,12762539
Tainan,台南市,/m/02mw80,12736404
Tencent QQ,腾讯QQ,/m/02r91d,12606561
Beijing,北京,/m/01914,12466335
iPhone,IPhone,/m/027lnzs,12021173
Tower of saviors,神魔之塔,/m/0wymnq_,11793564
Translation,翻译,/m/07h26,11071985
Weather,天气,/m/0866r,10596751
Love,爱,/m/048knlz,10011715
Tourism,旅游,/m/07bxq,9881759
Coffee,咖啡,/m/02vqfm,9844811
Computer,电子计算机,/m/074j35,9712142
Music,音乐,/m/04rlf,9383748
Hospital,医院,/m/0hpnr,9343086
Pregnancy,妊娠,/m/05vqh7,9238459
Map,地图,/m/04_tb,9131721
Tea,茶,/m/07clx,8943004
Image,图像,/m/0jg24,8922185
Clothing,服装,/m/09j2d,8883404
Comics,漫画,/m/012h24,8555966
Woman,女性,/m/082lw,8341555
Man,男性,/m/04yx4,8309633
Hsinchu,新竹市,/m/01cfc7,8240471
Limited liability company,有限公司,/m/01prdc,8082117
Line,连我,/m/0k3msl2,8062187
Software,软件,/m/01mf0,7950387
League of Legends,英雄联盟,/m/04n3w2r,7578517
Song,歌曲,/m/074ft,7535855
South Korea,大韩民国,/m/06qd3,7469222
News,新闻,/m/05jhg,7401389
Chengyu,成语,/m/019gmf,7387723
Shoe,鞋,/m/06rrc,7296332
Sony Corporation,索尼,/m/06q07,7257665
Chinese language,汉语,/m/01r2l,7206952
School,学校,/m/06zdj,7140107
Sexual intercourse,性交,/m/06vp9,6999929
Restaurant,餐馆,/m/06l8d,6789512
iPhone 5,iPhone 5,/m/0gg4gh4,6613337
Train,铁路列车,/m/07jdr,6561195
Google Maps,Google地图,/m/055t58,6522582
Cat,猫,/m/01yrx,6443974
Physician,内科医师,/m/05t4q,6399918
Hair,头发,/m/03q69,6392842
Shenzhen,深圳市,/m/0lbmv,6392517
Design,设计,/m/02cwm,6318989
Guangzhou,广州市,/m/0393g,6307376
Windows 7,Windows 7,/m/05_30hd,6305725
Motorcycle,摩托车,/m/04_sv,6250662
United States of America,美国,/m/09c7w0,6232582
Hsinchu County,新竹县,/m/035d9_,6126390
Dog,犬,/m/0bt9lr,6071909
Education,教育,/m/02jfc,6020674
Fish,鱼,/m/0ch_cf,6011147
Month,月,/m/053jb,5951379
Telecommunications,电信,/m/029g_vk,5941978
Human sexual activity,人类性行为,/m/08_4ns,5912582
Microsoft Windows,Microsoft Windows,/m/04r_8,5880969
Xi'an,西安市,/m/0kzd9,5879218
Joint-stock company,股份有限公司,/m/01_jrm,5877066
Adult,成人,/m/016c68,5876675
HTC Corporation,宏達國際電子,/m/069b85,5820913
Attack on Titan,进击的巨人,/m/0gtxdb2,5819550
Eating,进食,/m/01f5gx,5815137
Cake,蛋糕,/m/0fszt,5807908
Television,电视,/m/07c52,5690121
Google Translate,Google翻译,/m/025sndk,5685520
Taiwan,中華民國,/m/06f32,5643103
Primary school,小学,/m/068bs,5591213
Taiwan Railway Administration,台湾铁路管理局,/m/03n1gr,5584423
Hanzawa Naoki,半泽直树,/m/0w73kpx,5535271
Pornography,色情,/m/0f0jjz,5530976
Dream,梦,/m/0c673,5509671
WeChat,微信,/m/0h_9v3h,5484010
iOS,iOS,/m/03wbl14,5320870
Infant,婴儿,/m/0jnvp,5283294
Village,村,/m/0f0q9,5239287
Invoice,发票,/m/03g5n9,5191712
Recipe,食谱,/m/0p57p,5181398
Taiwan High Speed Rail,台湾高速铁路,/m/01hb35,5123283
Chunghwa Telecom Co Ltd,中華電信,/m/03p1t0b,5106917
"Yilan County, Taiwan",宜兰县,/m/035mgc,5047803
Samsung Electronics,三星电子,/m/01nn79,5013504
Animation,动画,/m/0hcr,4982945
Drama,電視劇,/m/07s9rl0,4951235
Child,儿童,/m/0ytgt,4938865
Barbecue,烧烤,/m/0983v,4886342
Taoyuan City,桃园市,/m/0232hh,4871881
Sina Corp,新浪,/m/02ck4_,4869006
Water,水,/m/0838f,4858071
Macau,澳门,/m/04thp,4846643
Baidu Tieba,百度贴吧,/m/05m_chm,4835348
Weight loss,减肥,/m/023s6n,4826903
Baidu Knows,百度知道,/m/0j2b245,4815907
Java,Java,/m/07sbkfb,4782051
Airport,机场,/m/09cjl,4778155
Oil,油,/m/0bp_wy,4777348
Xiaomi,小米科技,/m/0h6955b,4776005
Sina Weibo,新浪微博,/m/0drz3w9,4708530
Storytelling,故事,/m/0k_1h,4630418
com,.com,/m/01gj0k,4627789
Mark Six,六合彩,/m/07bv25,4606620
iPad,iPad,/m/09rvlp4,4600670
MP3,MP3,/m/04zc0,4571638
Art,艺术,/m/0jjw,4556920
Hualien County,花莲县,/m/025c70,4532893
Marriage,婚姻,/m/04ztj,4480740
Youku.com,优酷网,/m/03hkrwq,4480420
Photograph,相片,/m/068jd,4478350
Qzone,QQ空间,/m/05mtlj3,4464596
Renting,出租,/m/01y857,4462170
Soup,汤,/m/01z1m1x,4460207
Romance,爱情,/m/01pxgq,4445995
Therapy,疗法,/m/03c1dkx,4443177
Gmail,Gmail,/m/02q_bk,4417649
Portable Document Format,PDF,/m/0600q,4403524
Bus,公共汽車,/m/01bjv,4402720
"Taoyuan County, Taiwan",桃园县,/m/03582r,4389976
Lottery,彩票,/m/01h8pw,4352495
Milk,乳,/m/04zpv,4335403
Constellation,星座,/m/01m3b,4335259
Chicken,鸡,/m/09b5t,4327631
Bicycle,自行车,/m/0199g,4311508
Symptom,症状,/m/01b_06,4285265
Macintosh,麦金塔电脑,/m/0zd6,4274147
Mobile app,流动软件应用程式,/m/0h94y36,4259068
Credit card,信用卡,/m/0d7pp,4255627
Book,图书,/m/0bt_c3,4250872
Share,股票,/m/03jzl9,4233172
Alcoholic beverage,酒,/m/012mj,4212470
House,住宅,/m/03jm5,4206166
Hot pot,火锅,/m/04y0_x,4186563
Windows 8,Windows 8,/m/0gvswcc,4175568
Singapore,新加坡,/m/06t2t,4172413
Sports,体育,/m/06ntj,4126275
Massage,按摩,/m/0b_nd,4122380
Clinic,診所,/m/03fk5c,4118747
Japanese Cuisine,日本料理,/m/042ck,4071963
Cookware and bakeware,锅,/m/01mr6j,4057697
Time,时间,/m/07c_l,4056603
Gao Changgong,高长恭,/m/0dgpvlq,4050428
High-speed rail,高速铁路,/m/0db2f,4049633
God,神,/m/0d05l6,3970946
iPhone 5s,iPhone 5s,/m/0w_ghcf,3970751
Cooking,烹饪,/m/01mtb,3950441
One Piece,海賊王,/m/01_f03,3931205
Price,价格,/m/01d_1l,3929144
Uniform Invoice lottery,统一发票,/m/03yjfyr,3922462
Noodle,面条,/m/0mfnf,3853383
Watch,手表,/m/0gjkl,3822674
Minecraft,我的世界,/m/09v6kpg,3798001
New Taipei,新北市,/m/01x5s6,3791765
Real property,房地产,/m/06k1r,3790152
Gratis,免费,/m/04lclz6,3780781
Live television,現場直播,/m/02mzct,3769008
Japanese Language,日语,/m/03_9r,3763029
Flower,花,/m/0c9ph5,3718382
Egg,蛋,/m/033cnk,3717195
Wi-Fi,Wi-Fi,/m/0h4d9,3695984
ASUS,華碩電腦,/m/02_39h,3682650
Thailand,泰国,/m/07f1x,3660651
High school,高級中學,/m/0bpgx,3658215
Naruto,火影忍者,/m/01hryy,3656058
Google Search,Google搜索,/m/0387r,3637470
Internet forum,网络论坛,/m/01r257,3621793
Eye,眼,/m/014sv8,3596433
GNU/Linux,Linux,/m/0fpzzp,3589520
Microsoft Office,Microsoft Office,/m/052zb,3582098
The Voice of China,中国好声音,/m/0w7prv9,3566640
Color,颜色,/m/01sdr,3556281
Technology,技术,/m/07c1v,3553135
Electricity,电,/m/02lts,3525298
The Voice of China,中国好声音,/m/0k8c2s4,3516971
Library,图书馆,/m/04h8h,3513522
Tax,税,/m/07g82,3513414
Banqiao District,板桥区,/m/03s7sp,3487078
Vegetable,蔬菜,/m/0f4s2w,3483115
Guitar,吉他,/m/0342h,3474818
iOS 7,iOS 7,/m/0vzr31p,3474573
Dance,舞蹈,/m/026bk,3455457
Microsoft Excel,Microsoft Excel,/m/052tr,3448796
Skin,皮膚,/m/06z04,3444134
Post office,邮政局,/m/067g3,3420636
Dentistry,牙科学,/m/0277g,3420090
Personal name,人名,/m/01jgcl,3418371
Business,企业,/m/09s1f,3417436
Ecchi,H,/m/0sqnr,3407318
PTT Bulletin Board System,批踢踢,/m/026prbx,3400722
AV idol,AV女优,/m/08bwx0,3400092
Travel agency,旅行社,/m/02ty15,3399817
Australia,澳大利亞,/m/0chghy,3382174
Tokyo,東京,/m/07dfk,3375559
Night market,夜市,/m/079cw8,3365664
Market,市场,/m/09y4pm,3364268
Drug,药物,/m/02kjb_,3359797
Gold,金,/m/025rs2z,3316311
Service,服务,/m/018tkd,3306972
Musical notation,音乐记谱法,/m/0528m,3297579
Outlook.com,Hotmail,/m/0288nsm,3279282
Traditional Chinese medicine,中医学,/m/01syr,3233968
Menstruation,月经,/m/025swc8,3222880
Photography,摄影,/m/05wkw,3222066
Typhoon,颱風,/m/02wv9xd,3216542
Zhongli,中坜市,/m/03s7yy,3210726
Auction,拍賣,/m/0gz6g,3210676
Advertising,广告,/m/011s0,3203301
Train ticket,车票,/m/047grl6,3199715
Shopping,購物,/m/0hhdb,3199564
Mid-Autumn Festival,中秋节,/m/01t98f,3182439
Furniture,家具,/m/0c_jw,3178198
Pain,疼痛,/m/062t2,3167671
Android rooting,Root,/m/0ch5gs_,3132395
BitTorrent,BitTorrent (协议),/m/01jp81,3114697
Bread,面包,/m/09728,3113644
National Taiwan University,國立臺灣大學,/m/01csqg,3107314
Exchange rate,汇率,/m/018m33,3106094
Hangzhou,杭州市,/m/014vm4,3103875
Mail,邮件,/m/0dh8s,3071548
Composition,作文,/m/08fslw,3068696
Wholesale,批发,/m/0g_8n,3068615
Acne,粉刺,/m/0jwqt,3051713
Hard disk drive,硬盘,/m/03l34,3043186
Vehicle,车辆,/m/07yv9,3032725
Seafood,海鲜,/m/06nwz,3003343
Hot spring,温泉,/m/0hnyf,2975277
Courier,速递,/m/02p63c,2969906
Breakfast,早餐,/m/0hz4q,2958829
Taipei Metro,台北捷运,/m/03n56l,2956377
Beef,牛肉,/m/0971v,2933640
Human,人,/m/0dgw9r,2920142
Meat,肉类食物,/m/04scj,2881704
Malaysia,马来西亚,/m/09pmkv,2871773
Nanjing,南京市,/m/05gqy,2860834
Light,光,/m/04k84,2854873
Ninja,日本武士,/m/0ck7l,2853249
Costco,好市多,/m/029f32,2824942
Coffeehouse,咖啡店,/m/020fb2,2802996
Plastic,塑料,/m/05z87,2792560
Data,数据,/m/026sq,2792551
Foot,脚,/m/031n1,2792082
Server,服务器,/m/0bkxj,2785011
Rice,稻,/m/09759,2784811
Machine,机械,/m/0dkw5,2755647
Weather forecasting,天气预报,/m/0jp7j,2752717
Braising,烧,/m/0dwrz,2742560
Unboxing,开箱文,/m/0bwjx3m,2739984
Chinese yuan,元,/m/070f6j,2737786
Insurance,保险,/m/03xks,2722348
Birthday,生日,/m/01kcnl,2722253
Electron,电子,/m/02l7x,2720058
Glasses,眼镜,/m/0jyfg,2718600
USB,通用串行总线,/m/07wcf,2716737
Chinese dictionary,字典,/m/025xjfs,2702937
Wage,工资,/m/01_942,2700402
Shang Dynasty,商朝,/m/0bx4v,2696790
Home appliance,家用电器,/m/019dx1,2695946
Password,密码,/m/0626t,2685740
Information,信息,/m/03y39,2685383
Supermarket,超级市场,/m/0dnkv,2684493
Sony Xperia Z,Sony Xperia Z,/m/0pdnsrd,2681266
Camera,相機,/m/0dv5r,2669225
Paper,纸,/m/0641k,2667130
Asia,亚洲,/m/0j0k,2659554
Xiaomi Phone 2,小米手机2,/m/0l8qv_8,2648286
Ghost,鬼,/m/038_l,2643408
NetEase,网易,/m/07xm8h,2631246
JavaScript,JavaScript,/m/02p97,2622510
Traditional Chinese characters,繁体中文,/m/01nf5z,2612319
Beefsteak,牛排,/m/0j6300n,2595924
Central Weather Bureau,交通部中央气象局,/m/0dhwq8,2582068
United Kingdom,英國,/m/07ssc,2575708
Wedding,婚礼,/m/081hv,2575123
China Mobile,中国移动,/m/020zhv,2574128
Two Chinas,中国,/m/027c5fh,2563142
Kindergarten,幼儿园,/m/01ft5b,2558420
Caridean Shrimp,虾,/m/0dqc4,2546766
Chiayi City,嘉义市,/m/035vmh,2545523
Tianjin,天津市,/m/0df4y,2541254
Sohu,搜狐,/m/05mkjv,2534095
Qing Dynasty,清朝,/m/06b9n,2526007
Sugar,食糖,/m/06x4c,2525838
Secondary school,中學,/m/025tjcb,2524890
Theme music,主題曲,/m/02cjck,2523856
OS X,OS X,/m/055yr,2507722
Tudou,土豆网,/m/02z2tzd,2503747
Baseball,棒球,/m/018jz,2501344
Angling,钓鱼,/m/01gl50,2494755
Bed,床,/m/03ssj5,2488257
Brand,品牌,/m/01cd9,2488139
APK,APK,/m/04q7j9d,2487165
Girlfriend,女朋友,/m/08gj26,2477910
World,世界,/m/09nm_,2472066
Human tooth,牙齿,/m/0hz0h,2470663
jQuery,jQuery,/m/0268gyp,2467016
Wikipedia,维基百科,/m/0d07ph,2456318
Blog,博客,/m/084dw,2449323
Health,健康,/m/0kt51,2444555
Hualien City,花莲市,/m/025fdc,2435811
Job interview,面试,/m/05y7_j,2435078
PHP,PHP,/m/060kv,2427202
Recruitment,招聘,/m/03nw7w,2426560
iPhone 4S,iPhone 4S,/m/0h6jq73,2424191
Chengdu,成都市,/m/016v46,2421526
Telephone,电话,/m/07cx4,2420879
Residential community,社区,/m/04swry,2411934
Sony Xperia,Xperia,/m/06w58cc,2408914
Rubber Duck,大黄鸭,/m/0vpsxxg,2407178
Cantonese restaurant,酒楼,/m/09ysb5,2404373
360 Safeguard,360安全卫士,/m/0bmbp2r,2396038
Erotica,情色,/m/02js9,2392489
Laptop,笔记本电脑,/m/01c648,2390155
Sony Mobile Communications,索尼移动通信,/m/01spxd,2386020
Law,法学,/m/04gb7,2384986
McDonald's,麦当劳,/m/07gyp7,2368514
Google China,谷歌中国,/m/0bd9v_,2361214
Management,管理,/m/04_tv,2358518
Culture,文化,/m/01ws5,2356989
Adobe Photoshop,Adobe Photoshop,/m/06710,2352640
Pokémon,口袋妖怪系列,/m/05xwg,2351912
Computer monitor,显示器,/m/02522,2351602
Steel,钢,/m/06qqb,2350762
College,学院,/m/02p0qmm,2336964
Computer program,计算机程序,/m/01r9v,2334995
Beauty,美,/m/01f43,2330404
Google Chrome,Google Chrome,/m/04j7cyf,2328057
Museum,博物馆,/m/09cmq,2322151
Kenting National Park,垦丁国家公园,/m/0564sx,2314510
Kimo,奇摩站,/m/043tzrm,2307751
Hairstyle,发型,/m/0ds4x,2304494
C,C语言,/m/01t6b,2303050
Wood,木材,/m/083vt,2300409
System,系统,/m/0bj6r,2292869
Motel,汽车旅馆,/m/0594v,2292118
Muscle,肌肉,/m/04_fs,2290566
Holiday,假日,/m/03gkl,2285383
Pizza,比萨饼,/m/0663v,2277912
Python,Python,/m/05z1_,2276273
Taitung County,台东县,/m/035m34,2275910
Used good,二手貨,/m/03xwkf,2271960
Visa,签证,/m/01wtrk,2260308
Astrological sign,黄道十二宫,/m/0h6434d,2259296
Mathematics,数学,/m/04rjg,2245606
Online game,网络游戏,/m/041psc,2244642
Suzhou,苏州市,/m/01qq80,2240300
Battery,电池,/m/01c0z,2239587
7-Eleven,7-Eleven,/m/0crk6,2237138
Teacher,教师,/m/01d30f,2236213
Engineering,工程,/m/02ky346,2234427
Mainland China,中国大陆,/m/0fbp0,2233095
Pet,寵物,/m/068hy,2227811
Microsoft Word,Microsoft Word,/m/052yv,2224342
Vegetarianism,素食主义,/m/07_jd,2223701
App Store,App Store,/m/03wc248,2217598
Parking,泊車,/m/01jp76,2215337
Tian,天,/m/02f3f8,2202325
Sound,声音,/m/06qc5,2194970
Glass,玻璃,/m/039jq,2191810
C#,Ｃ＃,/m/07657k,2188264
Ubuntu,友帮拓,/m/03x5qm,2186507
Steamed rice,米饭,/m/0g9vs81,2180141
Three Kingdoms,三国,/m/0bx2x,2177466
Keelung,基隆市,/m/01w1hg,2177173
KO One,終極一班,/m/02qscjg,2174161
K.O. One Re-act,终极一班3,/m/0sgqlfz,2173127
Police,警察,/m/05ws7,2169139
Headphones,耳机,/m/01b7fy,2161556
Standardized test,考试,/m/01gyg5,2160152
Video game,电子游戏,/m/01mw1,2157475
Chiayi County,嘉义县,/m/035786,2155606
City,城市,/m/01n32,2151397
Computer file,计算机文件,/m/020s1,2142595
Taiwan Mobile,台湾大哥大,/m/04yfxbr,2138881
Sea,海,/m/06npx,2137098
Chinese dragon,龙,/m/0hj0d,2127910
Changhua County,彰化县,/m/0357d4,2120388
Aura Kingdom,幻想神域,/m/0wxpvj2,2118873
Wuhan,武汉市,/m/0l3cy,2117210
Architecture,建筑,/m/03nfmq,2114093
Meal,餐,/m/0krfg,2113350
Sushi,寿司,/m/07030,2111520
Sleep,睡眠,/m/06xzh,2106750
Hand,手,/m/0k65p,2105032
Medicine,医学,/m/04sh3,2104428
Canada,加拿大,/m/0d060g,2095281
Candy,糖果,/m/0gm28,2086290
Tire,轮胎,/m/0h9mv,2080085
Guangdong Province,广东省,/m/0h9vh,2080082
Air conditioning,空气调节,/m/025wky1,2072309
Korean drama,韓國電視劇,/m/0740gt,2071231
Tang Dynasty,唐朝,/m/0bx1k,2070882
Printing,印刷,/m/0c5mq,2068269
Dictionary,词典,/m/026n0,2065114
Crab,螃蟹,/m/0n28_,2055556
Web page,网页,/m/086nh,2054908
Bahamut,巴哈姆特,/m/01t43r,2054574
Xunlei,迅雷,/m/02qffj3,2051554
Stir frying,炒,/m/0dxr0,2050184
Human body,人体,/m/02p0tk3,2049994
Microsoft PowerPoint,Microsoft PowerPoint,/m/0k7vl,2049103
Travel,旅行,/m/014dsx,2044613
Nudity,裸体,/m/05k21,2038656
Taiwan Taoyuan International Airport,台湾桃园国际机场,/m/01nfpd,2026980
Department store,百货公司,/m/01k_mv,2025359
Web browser,网页浏览器,/m/082hp,2022607
Chocolate,巧克力,/m/020vl,2015455
Germany,德國,/m/0345h,2007436
Loan,借贷,/m/01dnzs,2004137
Bo Xilai,薄熙来,/m/02lwg2,2002061
Running Man,Running Man,/m/0cm8xsy,1988413
Canon,佳能,/m/01bvx1,1987835
iPhone 4,iPhone 4,/m/0c0bg9c,1984966
Student,学生,/m/014cnc,1980192
Tree,树,/m/07j7r,1977383
Application software,应用软件,/m/02bj4k,1974519
Starbucks,星巴克,/m/018c_r,1966551
MySQL,MySQL,/m/04y3k,1963063
Gay,男同性恋,/m/0d63kt,1961711
Yue Chinese,粤语,/m/012w70,1957879
Rapid transit,城市轨道交通,/m/0195fx,1951521
Magazine,杂志,/m/058sv,1950273
Google Nexus,Google Nexus,/m/0hn9pm7,1949996
Apartment,公寓,/m/01nblt,1946707
Yahoo! Mail,雅虎邮箱,/m/02_7q2,1946351
Amazon.com,Amazon.com,/m/0mgkg,1945530
Car rental,汽车租赁,/m/0drl1t,1944595
Economy,经济,/m/0gfps3,1943199
Marketing,营销,/m/0g4gr,1942185
Piano,钢琴,/m/05r5c,1933206
Zhubei,竹北市,/m/03s7xt,1925621
"Chinese, Wu Language",吴语,/m/02gc1q,1922564
Xiamen,厦门市,/m/0126c3,1920555
Osaka,大阪市,/m/0dqyw,1917485
Wife,妻子,/m/025rz_f,1912072
Doctor of Medicine,医学博士,/m/027f2w,1910980
Tamsui District,淡水区,/m/02qpfg,1908203
Tiny Times 1.0,小时代,/m/0w5y76d,1905157
Windows XP,Windows XP,/m/085j0,1904569
Photo-book,照片集,/m/09t04w,1903712
Boyfriend,男朋友,/m/02rbt0,1901027
